mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.56,"16 km SSE of Sunnyside, Utah",1653405106510,1653406588070,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60499397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60499397&format=geojson,,,,,reviewed,0,37,uu,60499397,",uu60499397,",",uu,",",origin,phase-data,",6.0,0.03108,0.11,203.0,md,earthquake,"M 1.6 - 16 km SSE of Sunnyside, Utah"
1.92,"10 km SSE of P?hala, Hawaii",1653404561580,1653429672860,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73021857,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73021857&format=geojson,,,,,reviewed,0,57,hv,73021857,",hv73021857,",",hv,",",origin,phase-data,",42.0,,0.12,185.0,md,earthquake,"M 1.9 - 10 km SSE of P?hala, Hawaii"
1.0,"31 km WNW of Beluga, Alaska",1653404086857,1653404512670,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226me1pye,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226me1pye&format=geojson,,,,,automatic,0,15,ak,0226me1pye,",ak0226me1pye,",",ak,",",origin,phase-data,",,,0.24,,ml,earthquake,"M 1.0 - 31 km WNW of Beluga, Alaska"
1.2,"18 km SE of Clam Gulch, Alaska",1653403425662,1653404444953,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226mdzcw6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226mdzcw6&format=geojson,,,,,automatic,0,22,ak,0226mdzcw6,",ak0226mdzcw6,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.2 - 18 km SE of Clam Gulch, Alaska"
0.36,"0km WNW of The Geysers, CA",1653403401560,1653455594488,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737456&format=geojson,,,,,reviewed,0,2,nc,73737456,",nc73737456,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.009495,0.04,69.0,md,earthquake,"M 0.4 - 0km WNW of The Geysers, CA"
1.74,"9km E of Hidden Valley Lake, CA",1653403329580,1653462913282,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737461&format=geojson,,,,,reviewed,0,47,nc,73737461,",nc73737461,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.007235,0.11,74.0,md,earthquake,"M 1.7 - 9km E of Hidden Valley Lake, CA"
-0.5,"43 km WNW of Indian Springs, Nevada",1653403073652,1653446291169,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839511&format=geojson,,,,,reviewed,0,0,nn,00839511,",nn00839511,",",nn,",",origin,phase-data,",7.0,0.012,0.0631,94.29,ml,earthquake,"M -0.5 - 43 km WNW of Indian Springs, Nevada"
-0.5,"43 km WNW of Indian Springs, Nevada",1653403059243,1653446290381,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839510,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839510&format=geojson,,,,,reviewed,0,0,nn,00839510,",nn00839510,",",nn,",",origin,phase-data,",7.0,0.012,0.082,92.69,ml,earthquake,"M -0.5 - 43 km WNW of Indian Springs, Nevada"
-0.5,"43 km WNW of Indian Springs, Nevada",1653403039186,1653446289446,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839508,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839508&format=geojson,,,,,reviewed,0,0,nn,00839508,",nn00839508,",",nn,",",origin,phase-data,",7.0,0.014,0.1028,94.82,ml,earthquake,"M -0.5 - 43 km WNW of Indian Springs, Nevada"
1.84,"10km WNW of Big Bear Lake, CA",1653403038380,1653413028120,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40025359,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40025359&format=geojson,,,,,reviewed,0,52,ci,40025359,",ci40025359,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",56.0,0.08169,0.22,23.0,ml,earthquake,"M 1.8 - 10km WNW of Big Bear Lake, CA"
-0.4,"8 km WSW of Unalaska, Alaska",1653403027050,1653448400930,,https://earthquake.usgs.gov/earthquakes/eventpage/av91059953,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91059953&format=geojson,,,,,reviewed,0,0,av,91059953,",av91059953,",",av,",",origin,phase-data,",5.0,,0.28,166.0,ml,earthquake,"M -0.4 - 8 km WSW of Unalaska, Alaska"
1.05,"7km NW of The Geysers, CA",1653402929720,1653407655723,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737451&format=geojson,,,,,automatic,0,17,nc,73737451,",nc73737451,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.00378,0.01,42.0,md,earthquake,"M 1.1 - 7km NW of The Geysers, CA"
0.3,"37 km SE of Mina, Nevada",1653402803813,1653446287781,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839507,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839507&format=geojson,,,,,reviewed,0,1,nn,00839507,",nn00839507,",",nn,",",origin,phase-data,",11.0,0.124,0.1073,210.25,ml,earthquake,"M 0.3 - 37 km SE of Mina, Nevada"
1.4,"4km SSE of The Geysers, CA",1653402301490,1653532216235,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737441&format=geojson,,,,,reviewed,0,30,nc,73737441,",nc73737441,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.009403,0.05,92.0,md,earthquake,"M 1.4 - 4km SSE of The Geysers, CA"
2.5,"25 km ESE of Denali National Park, Alaska",1653401972768,1653405406040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226mdu6q0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226mdu6q0&format=geojson,,,,,automatic,0,96,ak,0226mdu6q0,",us7000hc7a,ak0226mdu6q0,",",us,ak,",",origin,phase-data,",,,0.92,,ml,earthquake,"M 2.5 - 25 km ESE of Denali National Park, Alaska"
1.94,"3 km E of P?hala, Hawaii",1653401755750,1653432080830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73021832,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73021832&format=geojson,,,,,reviewed,0,58,hv,73021832,",hv73021832,",",hv,",",origin,phase-data,",44.0,,0.1,133.0,md,earthquake,"M 1.9 - 3 km E of P?hala, Hawaii"
1.03,"5km WNW of Cobb, CA",1653400750260,1653402855226,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737436&format=geojson,,,,,automatic,0,16,nc,73737436,",nc73737436,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.006522,0.01,69.0,md,earthquake,"M 1.0 - 5km WNW of Cobb, CA"
2.3,"7 km E of P?hala, Hawaii",1653400532010,1653401676040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73021822,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73021822&format=geojson,,,,,automatic,0,81,hv,73021822,",us7000hc78,hv73021822,",",us,hv,",",origin,phase-data,",47.0,,0.159999996,152.0,ml,earthquake,"M 2.3 - 7 km E of P?hala, Hawaii"
-0.1,"17 km SSE of Schurz, Nevada",1653400225371,1653446285378,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839505,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839505&format=geojson,,,,,reviewed,0,0,nn,00839505,",nn00839505,",",nn,",",origin,phase-data,",6.0,0.234,0.1581,357.1,ml,earthquake,"M -0.1 - 17 km SSE of Schurz, Nevada"
-0.52,"13 km WSW of Dutch Harbor, Alaska",1653399927100,1653447844700,,https://earthquake.usgs.gov/earthquakes/eventpage/av91059948,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91059948&format=geojson,,,,,reviewed,0,0,av,91059948,",av91059948,",",av,",",origin,phase-data,",6.0,,0.15,133.0,ml,earthquake,"M -0.5 - 13 km WSW of Dutch Harbor, Alaska"
1.86,"16 km S of Volcano, Hawaii",1653399521690,1653399851770,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73021802,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73021802&format=geojson,,,,,automatic,0,53,hv,73021802,",hv73021802,",",hv,",",origin,phase-data,",37.0,,0.170000002,119.0,ml,earthquake,"M 1.9 - 16 km S of Volcano, Hawaii"
2.03,"16 km S of Volcano, Hawaii",1653399421680,1653428320690,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73021797,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73021797&format=geojson,,,,,reviewed,0,63,hv,73021797,",hv73021797,",",hv,",",origin,phase-data,",44.0,,0.16,123.0,md,earthquake,"M 2.0 - 16 km S of Volcano, Hawaii"
2.12,"3 km NW of P?hala, Hawaii",1653399318190,1653400979040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73021792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73021792&format=geojson,,,,,automatic,0,69,hv,73021792,",us7000hc73,hv73021792,",",us,hv,",",origin,phase-data,",49.0,,0.109999999,71.0,ml,earthquake,"M 2.1 - 3 km NW of P?hala, Hawaii"
4.7,south of the Fiji Islands,1653399281947,1653401862040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000hc75,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000hc75&format=geojson,,,,,reviewed,0,340,us,7000hc75,",us7000hc75,",",us,",",origin,phase-data,",,6.251,0.65,183.0,mb,earthquake,M 4.7 - south of the Fiji Islands
0.35,"3km NNW of The Geysers, CA",1653399202630,1653401237073,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737431&format=geojson,,,,,automatic,0,2,nc,73737431,",nc73737431,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.009878,0.01,96.0,md,earthquake,"M 0.4 - 3km NNW of The Geysers, CA"
2.02999997,"18 km NE of P?hala, Hawaii",1653399168790,1653399366110,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73021787,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73021787&format=geojson,,,,,automatic,0,63,hv,73021787,",hv73021787,",",hv,",",origin,phase-data,",31.0,,0.300000012,117.0,md,earthquake,"M 2.0 - 18 km NE of P?hala, Hawaii"
1.2,"8 km WSW of Susitna North, Alaska",1653399078737,1653399220736,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226mdbam9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226mdbam9&format=geojson,,,,,automatic,0,22,ak,0226mdbam9,",ak0226mdbam9,",",ak,",",origin,phase-data,",,,1.14,,ml,earthquake,"M 1.2 - 8 km WSW of Susitna North, Alaska"
0.2,"43 km SE of Beatty, Nevada",1653398781524,1653446263653,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839459,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839459&format=geojson,,,,,reviewed,0,1,nn,00839459,",nn00839459,",",nn,",",origin,phase-data,",9.0,0.053,0.1375,296.34,ml,earthquake,"M 0.2 - 43 km SE of Beatty, Nevada"
0.8,Nevada,1653398418543,1653446284625,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839500,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839500&format=geojson,,,,,reviewed,0,10,nn,00839500,",nn00839500,",",nn,",",origin,phase-data,",4.0,0.066,0.2038,156.03,ml,earthquake,M 0.8 - Nevada
0.59,"36 km SSW of False Pass, Alaska",1653398041250,1653446731370,,https://earthquake.usgs.gov/earthquakes/eventpage/av91059938,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91059938&format=geojson,,,,,reviewed,0,5,av,91059938,",av91059938,",",av,",",origin,phase-data,",6.0,,0.15,218.0,ml,earthquake,"M 0.6 - 36 km SSW of False Pass, Alaska"
2.1,"60 km S of Whites City, New Mexico",1653397909416,1653488463509,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022kchb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022kchb&format=geojson,,,,,reviewed,0,68,tx,2022kchb,",tx2022kchb,",",tx,",",origin,phase-data,",14.0,0.08121616066,0.2,74.0,ml,earthquake,"M 2.1 - 60 km S of Whites City, New Mexico"
-0.7,"13 km W of Dutch Harbor, Alaska",1653397492160,1653447614580,,https://earthquake.usgs.gov/earthquakes/eventpage/av91059943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91059943&format=geojson,,,,,reviewed,0,0,av,91059943,",av91059943,",",av,",",origin,phase-data,",5.0,,0.1,158.0,ml,earthquake,"M -0.7 - 13 km W of Dutch Harbor, Alaska"
5.4,"49 km E of Estique, Peru",1653397078249,1653567086170,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000hc71,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000hc71&format=geojson,6.0,3.8,3.443,green,reviewed,0,451,us,7000hc71,",us7000hc71,usauto7000hc71,pt22144000,",",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,0.095,0.93,85.0,mww,earthquake,"M 5.4 - 49 km E of Estique, Peru"
-0.57,"61 km SE of Pedro Bay, Alaska",1653397021040,1653442012220,,https://earthquake.usgs.gov/earthquakes/eventpage/av91571701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91571701&format=geojson,,,,,reviewed,0,0,av,91571701,",av91571701,",",av,",",origin,phase-data,",5.0,,0.13,190.0,ml,earthquake,"M -0.6 - 61 km SE of Pedro Bay, Alaska"
2.31,"7 km ENE of P?hala, Hawaii",1653395814070,1653396144280,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73021727,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73021727&format=geojson,,,,,automatic,0,82,hv,73021727,",hv73021727,",",hv,",",origin,phase-data,",45.0,,0.119999997,142.0,ml,earthquake,"M 2.3 - 7 km ENE of P?hala, Hawaii"
2.13,"3 km NE of Magna, Utah",1653395486960,1653539333413,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60499387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60499387&format=geojson,13.0,4.1,,,reviewed,0,75,uu,60499387,",uu60499387,",",uu,",",dyfi,origin,phase-data,",43.0,0.02427,0.19,43.0,ml,earthquake,"M 2.1 - 3 km NE of Magna, Utah"
0.37,"8 km ESE of Hebgen Lake Estates, Montana",1653395346190,1653398133490,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60499382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60499382&format=geojson,,,,,reviewed,0,2,uu,60499382,",uu60499382,",",uu,",",origin,phase-data,",10.0,0.05978,0.1,112.0,ml,earthquake,"M 0.4 - 8 km ESE of Hebgen Lake Estates, Montana"
-0.02,"82 km W of Adak, Alaska",1653395297600,1653441856940,,https://earthquake.usgs.gov/earthquakes/eventpage/av91571676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91571676&format=geojson,,,,,reviewed,0,0,av,91571676,",av91571676,",",av,",",origin,phase-data,",4.0,,0.17,251.0,ml,earthquake,"M 0.0 - 82 km W of Adak, Alaska"
0.6,"42 km SE of Beatty, Nevada",1653395059929,1653401076123,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839445,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839445&format=geojson,,,,,reviewed,0,6,nn,00839445,",nn00839445,",",nn,",",origin,phase-data,",17.0,0.051,0.1337,102.27,ml,earthquake,"M 0.6 - 42 km SE of Beatty, Nevada"
0.28,"30 km SSE of Mossyrock, Washington",1653394408920,1653416265800,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834792&format=geojson,,,,,reviewed,0,1,uw,61834792,",uw61834792,",",uw,",",origin,phase-data,",9.0,0.01924,0.09,111.0,ml,earthquake,"M 0.3 - 30 km SSE of Mossyrock, Washington"
2.7,"30 km SE of Mina, Nevada",1653394368925,1653478579040,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839442&format=geojson,,,,,reviewed,0,112,nn,00839442,",us7000hc6u,nn00839442,",",us,nn,",",origin,phase-data,",24.0,0.053,0.1303,53.6,ml,earthquake,"M 2.7 - 30 km SE of Mina, Nevada"
0.7,"65 km WNW of Nanwalek, Alaska",1653394054479,1653394193758,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226mckr1j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226mckr1j&format=geojson,,,,,automatic,0,8,ak,0226mckr1j,",ak0226mckr1j,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 0.7 - 65 km WNW of Nanwalek, Alaska"
0.35,"8 km ESE of Hebgen Lake Estates, Montana",1653393508420,1653406154410,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60499377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60499377&format=geojson,,,,,reviewed,0,2,uu,60499377,",uu60499377,",",uu,",",origin,phase-data,",11.0,0.05456,0.09,113.0,ml,earthquake,"M 0.4 - 8 km ESE of Hebgen Lake Estates, Montana"
-0.3,"26 km ENE of Walker Lake, Nevada",1653393430086,1653446282206,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839498,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839498&format=geojson,,,,,reviewed,0,0,nn,00839498,",nn00839498,",",nn,",",origin,phase-data,",4.0,0.127,0.0797,319.6,ml,earthquake,"M -0.3 - 26 km ENE of Walker Lake, Nevada"
-0.36,"8 km E of Hebgen Lake Estates, Montana",1653393178950,1653405874830,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60030609,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60030609&format=geojson,,,,,reviewed,0,0,uu,60030609,",uu60030609,",",uu,",",origin,phase-data,",6.0,0.05399,0.17,120.0,md,earthquake,"M -0.4 - 8 km E of Hebgen Lake Estates, Montana"
0.44,"8 km ESE of Hebgen Lake Estates, Montana",1653393162210,1653405625810,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60499372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60499372&format=geojson,,,,,reviewed,0,3,uu,60499372,",uu60499372,",",uu,",",origin,phase-data,",11.0,0.04647,0.12,92.0,ml,earthquake,"M 0.4 - 8 km ESE of Hebgen Lake Estates, Montana"
1.1,"25 km W of Susitna, Alaska",1653393003373,1653393266025,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226mc8gt8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226mc8gt8&format=geojson,,,,,automatic,0,19,ak,0226mc8gt8,",ak0226mc8gt8,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.1 - 25 km W of Susitna, Alaska"
1.6,"24 km ENE of Denali Park, Alaska",1653392363303,1653393265226,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226mc65j6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226mc65j6&format=geojson,,,,,automatic,0,39,ak,0226mc65j6,",ak0226mc65j6,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.6 - 24 km ENE of Denali Park, Alaska"
1.26,"11km SE of Olancha, CA",1653392054630,1653406111448,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40025295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40025295&format=geojson,,,,,reviewed,0,24,ci,40025295,",ci40025295,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.1089,0.14,45.0,ml,earthquake,"M 1.3 - 11km SE of Olancha, CA"
1.17,"11km SE of Olancha, CA",1653392049290,1653406586398,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37499709,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37499709&format=geojson,,,,,reviewed,0,21,ci,37499709,",ci37499709,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.1062,0.13,108.0,ml,earthquake,"M 1.2 - 11km SE of Olancha, CA"
0.0,"27 km ENE of Walker Lake, Nevada",1653390332501,1653446281491,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839496,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839496&format=geojson,,,,,reviewed,0,0,nn,00839496,",nn00839496,",",nn,",",origin,phase-data,",6.0,0.12,0.1381,297.38,ml,earthquake,"M 0.0 - 27 km ENE of Walker Lake, Nevada"
1.56,"4km SSE of The Geysers, CA",1653388943770,1653519853888,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737411,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737411&format=geojson,,,,,reviewed,0,37,nc,73737411,",nc73737411,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",44.0,0.007544,0.05,80.0,md,earthquake,"M 1.6 - 4km SSE of The Geysers, CA"
0.48,"21km ESE of Little Lake, CA",1653388581250,1653415458306,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40025287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40025287&format=geojson,,,,,reviewed,0,4,ci,40025287,",ci40025287,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.07849,0.09,83.0,ml,earthquake,"M 0.5 - 21km ESE of Little Lake, CA"
0.47,"7km ENE of Coso Junction, CA",1653388272920,1653405823378,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40025279,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40025279&format=geojson,,,,,reviewed,0,3,ci,40025279,",ci40025279,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.04382,0.08,97.0,ml,earthquake,"M 0.5 - 7km ENE of Coso Junction, CA"
0.24,"2km NNW of Palomar Observatory, CA",1653387884180,1653415255959,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40025271,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40025271&format=geojson,,,,,reviewed,0,1,ci,40025271,",ci40025271,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.02488,0.16,77.0,ml,earthquake,"M 0.2 - 2km NNW of Palomar Observatory, CA"
-0.65,"13 km W of Dutch Harbor, Alaska",1653387694280,1653441094400,,https://earthquake.usgs.gov/earthquakes/eventpage/av91059923,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91059923&format=geojson,,,,,reviewed,0,0,av,91059923,",av91059923,",",av,",",origin,phase-data,",6.0,,0.09,128.0,ml,earthquake,"M -0.7 - 13 km W of Dutch Harbor, Alaska"
0.6,"15km ENE of Coso Junction, CA",1653387609860,1653414829406,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40025263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40025263&format=geojson,,,,,reviewed,0,6,ci,40025263,",ci40025263,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.05117,0.09,112.0,ml,earthquake,"M 0.6 - 15km ENE of Coso Junction, CA"
1.3,"62 km S of Glacier View, Alaska",1653387424033,1653406751969,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226mbfyn7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226mbfyn7&format=geojson,,,,,automatic,0,26,ak,0226mbfyn7,",ak0226mbfyn7,",",ak,",",origin,phase-data,",,,0.27,,ml,ice quake,"M 1.3 Ice Quake - 62 km S of Glacier View, Alaska"
1.6,"3 km NW of Point MacKenzie, Alaska",1653387264335,1653388680503,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226mbfd1x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226mbfd1x&format=geojson,,,,,automatic,0,39,ak,0226mbfd1x,",ak0226mbfd1x,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.6 - 3 km NW of Point MacKenzie, Alaska"
0.85,"1km NW of The Geysers, CA",1653387217370,1653394642492,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737401&format=geojson,,,,,automatic,0,11,nc,73737401,",nc73737401,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.0147,0.01,98.0,md,earthquake,"M 0.9 - 1km NW of The Geysers, CA"
2.36,"23km ESE of Anza, CA",1653386877210,1653413519547,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40025255,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40025255&format=geojson,3.0,3.4,,,reviewed,0,87,ci,40025255,",ci40025255,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",86.0,0.04513,0.19,25.0,ml,earthquake,"M 2.4 - 23km ESE of Anza, CA"
2.18,"34km W of Bonny Doon, CA",1653386605410,1653464713491,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737391&format=geojson,,,,,reviewed,0,73,nc,73737391,",nc73737391,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",69.0,0.1838,0.16,209.0,md,earthquake,"M 2.2 - 34km W of Bonny Doon, CA"
1.03,"8km NNE of Boonville, CA",1653385944510,1653456010648,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737386&format=geojson,,,,,reviewed,0,16,nc,73737386,",nc73737386,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.08905,0.05,63.0,md,earthquake,"M 1.0 - 8km NNE of Boonville, CA"
-0.5,"23 km NE of Hawthorne, Nevada",1653385676848,1653446280632,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839494,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839494&format=geojson,,,,,reviewed,0,0,nn,00839494,",nn00839494,",",nn,",",origin,phase-data,",7.0,0.08,0.0613,299.07,ml,earthquake,"M -0.5 - 23 km NE of Hawthorne, Nevada"
-0.3,"1 km SW of Walker, California",1653385193643,1653446279677,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839487&format=geojson,,,,,reviewed,0,0,nn,00839487,",nn00839487,",",nn,",",origin,phase-data,",3.0,0.043,0.0978,254.14,ml,earthquake,"M -0.3 - 1 km SW of Walker, California"
2.4,"57 km S of Whites City, New Mexico",1653383960072,1653485798429,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022kbzk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022kbzk&format=geojson,,,,,reviewed,0,89,tx,2022kbzk,",tx2022kbzk,",",tx,",",origin,phase-data,",14.0,0.06456164119,0.2,86.0,ml,earthquake,"M 2.4 - 57 km S of Whites City, New Mexico"
